title,content,related_keyword
을기금(Capital B),외국은행 국내지점의 동일인 및 동일계열기업군 여신한도 등 은행법상의 영업규제와 관련하여 자기자본을 확대해줌으로써 여신기능이 원활히 수행될 수 있도록 하기 위한 명목상의 자본금으로 대차대조표에는 나타나지 않는다. 현재 을기금은 은행업 감독규 정 제11조에 의거 외국은행 국내지점이 외화자금을 환매조건부로 한국은행에 매각하여 보유 운용하는 원화자금과 외은지점이 자행의 본점 또는 국외지점으로부터 상환기간이 1년을 초과하는 조건으로 차입한 자금 중 국내에서 운용하는 자금(본지점 장기차입금)을 합산한 것으로 하되 대차대조표상 자본총계의 200%를 초과할 수 없도록 규정하고 있다.,갑기금(Capital A)
의중임금,의중임금이란 유보임금이라고도 하는데 특정 근로자로 하여금 노동을 공급하게 하기 위해 지불해야할 최소한의 임금을 말한다. 다시 말해 노동을 공급할 의사가 있는 근로자 가 받고자하는 최소한의 임금이라고 할 수 있다. 따라서 취업자들은 현직에서 받는 임금이 자신들이 염두에 두고 있던 임금보다 높은 사람들이다. 의중임금은 실업기간에 중요한 영향을 미친다. 구직활동기간을 종료시키는 경로는 두 가지인 데 하나는 구직활 동을 포기하고 비경제활동 상태로 전환하는 경우이고 다른 하나는 취업을 하는 경우이 다. 후자는 자신에게 제시된 임금이 자신의 유보임금보다 높을 때 발생한다. 따라서 다른 조건이 같을 경우 유보임금이 높을 때 실업기간은 길어지게 된다.,통상임금
이슬람금융,"이슬람금융이란 이슬람교 율법인 샤리아(Shariah)에 따라 행해지는 금융을 말한다. 이슬람교 율법인 샤리아에서는 이자금지, 도박금지, 불확실거래금지 등을 명시하고 있어 서 이슬람금융은 그 운용방식이 일반금융과는 다른 바, 우선 모든 이슬람 금융상품 및 금융거래는 사전에 이슬람 법학자들로 구성되는 샤리아위원회의 샤리아 적합성 인증 이 필수적이며, 또한 이슬람 은행에서는 이자 개념을 탈피하기 위하여 실물자산을 개재한 거래(매매나 리스)와 수익을 배분하는 거래(신탁이나 출자) 등의 방식을 이용하고 있다. 한편 이슬람금융의 상품거래 형태로는 무라바하(Murabahah), 이스티스나(Istisna), 이자 라(Ijarah) 등이 있고, 투자 형태로는 무다라바(Mudharabah), 무샤라카(Musyarakah) 등이 있다. 이 외의 응용 형태 금융거래로서 보험과 유사한 타카풀(Takaful), 금융 투자 상품으로 수쿠크(Sukuk, 이슬람채권) 등이 있다.",수쿠크
이자보상배율,"영업이익을 이자비용으로 나눈 값으로 측정하는 지표이다. 이는 영업활동에 의한 이익으로 이자비용을 어느 정도나 부담할 수 있는 지, 즉 기업의 이자부담능력을 평가하 는 지표로 이용된다. 동 지표가 높을수록 이자부담능력이 좋다고 할 수 있으며, 동 지표가 1보다 작으면 영업이익 전체로도 금융비용을 충당할 수 없는 상태를 의미한다. 다만 우리나라와 같이 기업의 이자수익이 상당한 규모에 이르는 경우 기업의 실질적인 금융비용 부담능력이 과소평가될 가능성이 높으므로 이자비용에서 영업외이익으로 분 류되는 수입이자를 차감한 순금융비용을 이용하여 산출한 순이자보상배율을 보조지표 로 활용하는 것이 좋다. 한편 같은 개념으로 이자보상비율이 있는데 이는 이자보상배율 에 100을 곱하여 %로 표시한 것이다.",
이전소득수지,"이전소득수지는 국제수지표상 경상수지를 구성하는 항목 중의 하나로 거주자와 비거 주자 사이에 무상으로 주고받는 거래의 수지를 말한다. 이러한 거래에는 재외교포가 국내 친지에게 보내는 개인송금, 국외 자선단체의 기부금이나 구호물자, 국제기구 출연금 등이 포함된다.","경상수지, 국제수지(BOP)"
이중통화채(dual currency bond),"국제간 환율 및 금리 전망을 바탕으로 채권발행 통화와 상환 통화를 달리하여 발행하 는 채권을 말한다. 발행방식은 기본적으로 채권의 발행은 저금리통화(강세통화)로, 상환 은 고금리통화(약세통화)로 한다. 이중통화채의 발행으로 발행자는 금리부담을 경감할 수 있고 투자자는 상환통화가 미리 정한 환율보다 강세가 될 경우 환차익을 기대할 수 있는 장점이 있다. 예컨대 액면과 이자는 미 달러화로 표시되고, 상환은 엔화나 스위스 프랑화로 하는 방식의 채권을 가리킨다. 달러화가 강세인 때에 주로 사용된다. 일본의 경우 저금리 상태가 지속되면서 자국통화 표시 채권의 수익률이 지속적으로 낮아지는 상황에서 채권의 쿠폰을 금리가 높은 통화로 지급하는 방식의 이중통화채가 활발하게 발행되었다. 최근에는 역이중통화채(reverse dual currency bond)라는 발행 형태가 등장하였는데 이는 기채통화와 상환통화는 같으나 이자 지급은 발행 당시의 고금리통화로 이루어지는 형태를 말한다. 이밖에 채권의 원금은 두 나라 통화로 수수되 고 이자지급은 두 나라 환율에 연결되어 있는 혼합이중통합채권도 있다.",
이표채,"국채 금융채 회사채 등의 채권은 이자지급 방법에 따라 할인채(discount bond), 이표 채(coupon bond), 복리채(compound interest bond) 등으로 구분되는데 이표채는 채권 의 권면에 이표(쿠폰 coupon)가 붙어 있어 이자지급일에 이를 떼어 제시함으로써 이자를 지급받는 채권을 말한다. 통상적으로 만기까지 일정 기간마다 이자를 지급하고 만기에는 원금을 지급하는 가장 일반적인 형태의 채권을 지칭한다. 이표채처럼 일정한 간격을 두고 주기적으로 수취하는 채권이자는 투자자의 입장에서 볼 때는 원래의 채권 투자자금 원본의 회수기간이 일부 앞당겨지는 효과를 얻게 된다. 이처럼 이표의 이자수취 만큼 투자자금 회수기간이 단축되는 효과를 감안하여 채권의 만기를 정밀하게 산출한 것을 듀레이션, 즉 평균만기라고 한다. 금리가 1% 변동할 때 채권의 가격은 듀레이션의 배율만 큼 증폭되어 변동하기 때문에 유가증권투자에 있어서 매우 중요한 분석도구이다. 한편 이표채와 대비되는 개념으로 할인채와 복리채가 있다. 할인채는 이자의 지급 없이 만기 에 원금을 지급하는 채권으로 액면보다 할인된 가격으로 발행되는데, 쿠폰 없이 발행되기 때문에 무이표채 또는 제로쿠폰채(zero-coupon bond)라고 한다. 복리채는 이자를 중간 에 지급하지 않고 만기에 원금과 함께 일시에 지급하는 채권을 말한다.",
익스포저,"리스크에 노출되어 있는 금액을 의미하며 리스크 유형에 따라 시장리스크 익스포저, 신용리스크 익스포저 등으로 구분된다. 시장리스크 익스포저는 금리, 환율, 주가 등의 변동에 따른 가치 변동에 따른 손실 가능성에 노출된 금액을, 신용리스크 익스포저는 거래상대방의 신용도 하락, 채무불이행에 따른 경제적 손실 가능성에 노출된 금액을 의미한다. 따라서 익스포저(exposure)는 장부가액보다 포괄적인 개념이며 발생 가능한 손실 가능액을 측정하지만 발생 가능성(위험가중치)으로 조정하지 않은 중립적인 금액 이라는 점에서 위험가중자산과 차이가 있다. 난내(on-balance sheet) 자산은 일반적으로 재무상태표상 금액이 통상 익스포저와 동일하나 난외(off-balance sheet) 항목은 현재 시점에서 관련 권리 의무가 확정되지 않아 계약의 명목가액을 익스포저로 사용할 수 없다. 따라서 난외항목의 경우 해당 계약의 명목금액에 해당 유형별로 난내자산으로 전환될 확률에 해당하는 신용환산율(CCF; Credit Conversion Factor)을 곱하여 산출한 신용등가액(credit equivalent amount)을 익스포저로 한다.",레버리지비율
인구고령화,"인간의 평균 수명이 증가하고 출산율이 감소함에 따라 선진국을 중심으로 고령자의 인구 비율이 점차 높아져 가는 현상 또는 그러한 상태를 고령화라고 한다. 국제 연합(UN) 은 총인구에서 65세 이상 인구가 7% 이상일 경우 고령화 사회, 14% 이상일 경우 고령 사회, 20% 이상일 경우 초고령 사회로 구분하였다. 우리나라의 65세 이상 고령인구는 2000년에 총인구의 7.2%에 이르러 본격적인 고령화사회로 진입했으며, 2018년에는 14.3%로 고령사회에 진입하고, 2026년에는 20.8%로 초고령사회에 진입할 것으로 전망 된다. 이와 같은 인구의 고령화 현상은 노동력 부족, 생산성 저하 등 노동시장 변화를 야기하여 경제성장을 둔화시키고, 노년 인구 부양비 상승과 연금, 의료, 복지비용 등의 증가 문제를 발생시킬 수 있다. 반면 고령화는 노인의 정치적 영향력 확대, 여가 및 레저 활동 주도계층 변화, 교육제도 재편 등 파급효과가 나타날 수 있을 뿐 아니라 건강약품과 식품산업, 의료서비스, 금융서비스, 레저 또는 노인주택산업 등의 고령친화 산업 분야의 성장 등 산업구조변화를 가져올 수 있다. 우리나라의 고령화속도는 세계에 서 유래가 없을 정도로 빨라 고령화 문제의 해결을 위해서는 출산율을 높이고, 정년을 연장하거나 노인 일자리를 창출하는 등의 복지대책이 필요하다.",합계출산율
인적자본,"개인이 보유한 능력, 기술숙련도, 지식 등을 포괄하는 것으로 노동의 질적 수준을 의미한다. 인적자본(human capital)이란 개념은 1960년대 초에 미국의 농업경제학자인 슐츠(T. Schultz)가 제시한 것으로, 그는 “교육을 통해서 형성되는 능력은 임금, 소득, 저축, 자본형성 등을 근본적으로 변화시킨다”며 “경제성장에서 오래 풀리지 않는 수수께 끼를 인적자본에 대한 투자라는 개념을 통해서 분명하게 해결할 수 있다”고 인적자본 증가가 경제성장에 중요함을 지적하였다. 인적자본이 경제성장에 미치는 영향은 경제성 장이론에서 중요한 연구 분야인데, 전통적인 성장이론에 따르면 GDP성장률은 장기적으 로 인구 증가율과 외생적으로 주어지는 기술진보율에 따라서 결정된다. 반면 1980년대 이후의 신성장이론(new growth theory)에 따르면 인적자본, 내생적 기술발전, 제도 등이 경제성장에서 중요한 역할을 한다. 생산요소로서의 인적자본은 노동생산성을 높여 직접적으로 경제성장에 기여할 뿐 아니라 물적자본과 결합하여 자본축적에 따라 자본생 산성이 하락하는 속도를 늦추는 효과가 있다. 또한 인적자본은 기술혁신의 중요한 요소 로서 기술발전 속도를 높여 경제성장률을 높인다. 부모의 인적자본 증가도 세대 간의 연결을 통해 지속적으로 인적자본을 증가시키며 경제성장률을 높이는 효과가 있다. 연관검색어 : 노동생산성/노동생산성지수",
